sujet,compatible,acc,rt
2,c,1.0,535.0
2,c,1.0,431.0
2,c,1.0,356.0
2,i,1.0,486.0
2,c,1.0,459.0
2,c,1.0,343.0
2,c,1.0,380.0
2,i,1.0,536.0
2,c,1.0,282.0
2,i,1.0,485.0
2,c,1.0,374.0
3,c,1.0,391.0
3,c,1.0,309.0
3,c,1.0,309.0
3,c,1.0,253.0
3,i,1.0,313.0
3,i,1.0,283.0
3,i,0.0,180.0
3,c,1.0,359.0
3,c,1.0,331.0
3,i,1.0,274.0
3,c,1.0,167.0
3,i,0.0,330.0
3,c,1.0,256.0
3,c,1.0,249.0
3,i,0.0,226.0
3,c,1.0,358.0
3,i,1.0,308.0
3,c,1.0,250.0
3,c,0.0,185.0
3,c,1.0,381.0
3,c,1.0,370.0
3,i,1.0,415.0
3,i,1.0,390.0
3,c,1.0,374.0
3,c,1.0,438.0
3,c,1.0,304.0
3,c,1.0,328.0
3,c,0.0,259.0
3,c,1.0,341.0
3,c,1.0,366.0
3,c,1.0,360.0
3,i,1.0,272.0
3,c,1.0,244.0
3,c,1.0,251.0
3,c,1.0,247.0
3,c,1.0,254.0
3,i,1.0,347.0
3,i,1.0,277.0
3,i,1.0,304.0
3,c,1.0,266.0
3,c,1.0,238.0
3,c,1.0,337.0
3,c,1.0,319.0
3,c,1.0,348.0
3,c,1.0,317.0
3,c,0.0,181.0
3,c,1.0,287.0
3,c,0.0,235.0
3,c,1.0,312.0
3,i,0.0,372.0
3,c,1.0,456.0
3,i,1.0,502.0
3,c,1.0,295.0
3,c,1.0,250.0
3,i,1.0,535.0
3,c,1.0,385.0
3,i,1.0,442.0
3,c,1.0,271.0
3,c,1.0,394.0
3,c,1.0,331.0
3,c,1.0,336.0
3,c,0.0,221.0
3,c,1.0,508.0
3,c,1.0,379.0
3,c,1.0,284.0
3,c,1.0,393.0
3,c,1.0,315.0
3,i,1.0,519.0
3,c,1.0,345.0
3,i,1.0,444.0
3,c,1.0,443.0
3,i,1.0,444.0
3,i,1.0,325.0
3,c,1.0,311.0
3,c,1.0,395.0
3,c,1.0,329.0
3,i,1.0,323.0
3,c,1.0,249.0
3,i,1.0,314.0
3,c,1.0,442.0
3,c,1.0,378.0
3,i,1.0,491.0
3,c,1.0,321.0
3,c,1.0,313.0
3,c,1.0,277.0
3,c,1.0,367.0
3,c,1.0,376.0
3,c,1.0,368.0
3,c,1.0,360.0
3,c,1.0,363.0
3,c,1.0,348.0
3,i,1.0,437.0
3,c,1.0,352.0
3,c,1.0,336.0
3,c,1.0,375.0
3,c,1.0,326.0
3,c,1.0,280.0
3,c,1.0,201.0
3,c,0.0,194.0
3,c,1.0,355.0
3,i,1.0,417.0
3,c,1.0,388.0
3,c,1.0,429.0
3,i,1.0,414.0
3,c,1.0,377.0
3,c,1.0,335.0
3,c,1.0,453.0
3,i,1.0,535.0
3,c,1.0,386.0
3,i,0.0,350.0
3,c,1.0,365.0
3,i,1.0,308.0
3,c,1.0,361.0
3,c,1.0,321.0
3,c,1.0,360.0
3,c,1.0,269.0
3,c,1.0,418.0
3,c,1.0,504.0
3,c,1.0,388.0
3,c,1.0,344.0
3,c,1.0,327.0
3,c,1.0,347.0
3,c,1.0,378.0
3,c,1.0,321.0
3,c,1.0,344.0
3,c,1.0,257.0
3,c,1.0,331.0
3,c,1.0,358.0
3,c,1.0,355.0
3,c,1.0,314.0
3,i,1.0,256.0
3,c,1.0,280.0
3,i,1.0,300.0
3,i,1.0,256.0
3,c,1.0,146.0
3,c,1.0,367.0
3,c,1.0,330.0
3,c,1.0,275.0
3,c,1.0,319.0
3,c,1.0,252.0
3,i,1.0,432.0
3,c,1.0,267.0
3,c,1.0,300.0
3,i,0.0,283.0
3,c,1.0,359.0
3,c,1.0,363.0
3,i,0.0,363.0
3,i,1.0,360.0
3,i,1.0,266.0
3,c,0.0,70.0
3,c,1.0,529.0
3,c,1.0,283.0
3,c,1.0,314.0
3,i,1.0,277.0
3,c,1.0,501.0
3,c,1.0,377.0
3,c,0.0,240.0
3,c,1.0,394.0
3,c,1.0,301.0
3,c,1.0,304.0
3,i,1.0,426.0
3,c,1.0,357.0
3,i,1.0,447.0
3,c,1.0,416.0
3,c,1.0,392.0
3,i,1.0,491.0
3,c,1.0,359.0
3,c,1.0,400.0
3,c,1.0,320.0
3,i,1.0,427.0
3,c,1.0,385.0
3,c,1.0,299.0
3,c,1.0,382.0
3,i,1.0,436.0
3,c,1.0,372.0
3,i,0.0,352.0
3,c,1.0,412.0
3,c,1.0,446.0
3,c,1.0,376.0
3,c,1.0,365.0
3,c,1.0,382.0
3,c,1.0,350.0
3,c,1.0,333.0
3,c,1.0,400.0
3,i,1.0,408.0
3,c,1.0,386.0
3,c,1.0,347.0
3,c,1.0,279.0
3,c,1.0,361.0
3,i,0.0,264.0
3,c,1.0,361.0
3,c,1.0,362.0
3,c,1.0,330.0
3,c,1.0,263.0
3,c,1.0,294.0
3,i,0.0,314.0
3,c,1.0,272.0
3,c,1.0,452.0
3,c,1.0,269.0
3,c,0.0,245.0
3,i,1.0,458.0
3,i,1.0,337.0
3,c,1.0,235.0
3,c,1.0,244.0
3,c,1.0,263.0
3,c,1.0,381.0
3,c,1.0,279.0
3,c,1.0,294.0
3,i,0.0,310.0
3,c,1.0,320.0
3,c,1.0,354.0
3,c,1.0,356.0
3,c,1.0,313.0
3,c,1.0,305.0
3,c,1.0,246.0
3,c,1.0,247.0
3,c,1.0,635.0
3,i,1.0,428.0
3,c,0.0,263.0
3,c,1.0,447.0
3,c,1.0,286.0
3,c,1.0,210.0
3,i,0.0,348.0
3,i,1.0,508.0
3,i,1.0,441.0
3,i,1.0,396.0
3,c,1.0,248.0
3,c,1.0,239.0
3,c,1.0,226.0
3,c,1.0,373.0
3,c,1.0,356.0
3,c,1.0,360.0
3,i,0.0,406.0
3,i,0.0,350.0
3,c,1.0,332.0
3,i,0.0,203.0
3,i,0.0,372.0
3,c,1.0,390.0
3,c,1.0,334.0
3,c,1.0,340.0
5,c,1.0,453.0
5,c,1.0,745.0
5,c,1.0,459.0
5,c,1.0,434.0
5,i,1.0,594.0
5,i,1.0,534.0
5,c,1.0,583.0
5,c,1.0,343.0
5,c,1.0,342.0
5,c,1.0,428.0
5,c,1.0,355.0
5,c,1.0,413.0
5,c,1.0,448.0
5,c,1.0,314.0
5,c,1.0,305.0
5,c,1.0,368.0
5,c,1.0,397.0
5,i,0.0,313.0
5,c,1.0,464.0
5,i,0.0,518.0
5,c,1.0,591.0
5,c,1.0,450.0
5,i,1.0,463.0
5,i,1.0,417.0
5,i,1.0,508.0
5,i,1.0,401.0
5,c,1.0,417.0
5,c,1.0,351.0
5,c,1.0,352.0
5,c,1.0,412.0
5,c,1.0,502.0
5,c,1.0,516.0
5,i,0.0,448.0
5,c,1.0,485.0
5,i,1.0,445.0
5,c,1.0,434.0
5,c,1.0,416.0
5,c,1.0,392.0
5,c,1.0,484.0
5,c,1.0,722.0
5,c,1.0,620.0
5,c,1.0,653.0
5,i,0.0,459.0
5,c,1.0,552.0
5,i,1.0,339.0
5,c,1.0,305.0
5,i,1.0,441.0
5,c,1.0,307.0
5,c,1.0,516.0
5,i,1.0,477.0
5,c,1.0,370.0
5,c,1.0,392.0
5,c,1.0,386.0
5,c,1.0,552.0
5,c,0.0,865.0
5,c,1.0,616.0
5,c,1.0,439.0
5,c,1.0,687.0
5,i,1.0,407.0
5,i,1.0,375.0
5,c,1.0,563.0
5,c,1.0,415.0
5,c,1.0,404.0
5,c,1.0,327.0
5,c,1.0,370.0
5,c,1.0,327.0
5,c,1.0,522.0
5,c,1.0,441.0
5,c,1.0,309.0
5,c,1.0,437.0
5,c,1.0,303.0
5,c,1.0,403.0
5,c,1.0,364.0
5,i,1.0,442.0
5,c,1.0,435.0
5,c,1.0,418.0
5,c,1.0,341.0
5,c,1.0,416.0
5,c,1.0,361.0
5,i,0.0,356.0
5,i,1.0,564.0
5,i,1.0,470.0
5,i,1.0,348.0
5,c,1.0,458.0
5,c,1.0,346.0
5,i,1.0,426.0
5,c,1.0,492.0
5,c,1.0,416.0
5,c,1.0,418.0
5,c,1.0,350.0
5,i,1.0,463.0
5,c,1.0,718.0
5,i,1.0,581.0
5,c,1.0,436.0
5,c,1.0,456.0
5,c,1.0,442.0
5,c,1.0,464.0
5,c,1.0,359.0
5,i,1.0,501.0
5,i,1.0,378.0
5,c,1.0,362.0
5,c,1.0,378.0
5,c,1.0,418.0
5,c,1.0,397.0
5,c,1.0,420.0
5,c,1.0,356.0
5,i,1.0,640.0
5,c,1.0,382.0
5,c,1.0,395.0
5,i,1.0,556.0
5,i,1.0,548.0
5,c,1.0,501.0
5,c,1.0,621.0
5,c,1.0,390.0
5,c,1.0,425.0
5,c,1.0,352.0
5,c,1.0,396.0
5,c,1.0,339.0
5,i,1.0,558.0
5,c,1.0,327.0
5,c,1.0,418.0
5,c,1.0,442.0
5,c,1.0,344.0
5,c,1.0,466.0
5,i,1.0,690.0
5,c,1.0,718.0
5,c,1.0,392.0
5,i,1.0,558.0
5,i,1.0,467.0
5,c,1.0,620.0
5,i,1.0,742.0
5,c,1.0,657.0
5,c,1.0,378.0
5,c,1.0,387.0
5,c,1.0,423.0
5,c,1.0,380.0
5,c,1.0,443.0
5,i,1.0,735.0
5,c,1.0,506.0
5,c,1.0,393.0
5,i,1.0,535.0
5,c,1.0,485.0
5,i,1.0,626.0
5,c,1.0,450.0
5,c,1.0,440.0
5,c,1.0,400.0
5,c,1.0,385.0
5,c,1.0,399.0
5,c,1.0,526.0
5,c,1.0,451.0
5,c,1.0,445.0
5,c,1.0,392.0
5,c,1.0,441.0
5,c,1.0,356.0
5,c,1.0,419.0
5,c,1.0,447.0
5,c,1.0,389.0
5,i,1.0,522.0
5,c,1.0,441.0
5,c,1.0,361.0
5,c,1.0,365.0
5,c,1.0,419.0
5,i,0.0,396.0
5,i,1.0,481.0
5,c,1.0,442.0
5,c,1.0,429.0
5,c,1.0,447.0
5,i,1.0,781.0
5,c,1.0,440.0
5,i,1.0,469.0
5,c,1.0,471.0
5,c,1.0,443.0
5,c,1.0,391.0
5,i,1.0,589.0
5,c,1.0,430.0
5,c,1.0,506.0
5,c,1.0,555.0
5,i,1.0,538.0
5,c,1.0,903.0
5,c,1.0,340.0
5,c,1.0,408.0
5,i,1.0,508.0
5,c,1.0,447.0
5,c,1.0,402.0
5,c,1.0,395.0
5,c,1.0,492.0
5,c,1.0,460.0
5,i,1.0,539.0
5,i,1.0,573.0
5,c,1.0,397.0
5,c,1.0,537.0
5,c,1.0,442.0
5,c,1.0,340.0
5,c,1.0,367.0
5,c,1.0,378.0
5,c,1.0,368.0
5,c,1.0,524.0
5,c,1.0,571.0
5,i,1.0,535.0
5,c,1.0,569.0
5,c,1.0,371.0
5,i,1.0,343.0
5,c,1.0,349.0
5,c,1.0,328.0
5,c,1.0,348.0
5,c,1.0,327.0
5,i,1.0,729.0
5,c,1.0,469.0
5,i,1.0,529.0
5,c,1.0,726.0
5,c,1.0,453.0
5,c,1.0,325.0
5,i,1.0,519.0
5,i,1.0,409.0
5,i,1.0,409.0
5,c,1.0,675.0
5,c,1.0,706.0
5,c,1.0,444.0
5,i,1.0,498.0
5,c,1.0,582.0
5,c,1.0,508.0
5,i,1.0,553.0
5,c,1.0,407.0
5,i,1.0,532.0
5,c,1.0,498.0
5,c,1.0,478.0
5,c,1.0,416.0
5,c,1.0,415.0
5,c,1.0,396.0
5,c,1.0,480.0
5,c,1.0,389.0
5,c,1.0,339.0
5,c,1.0,274.0
5,c,1.0,325.0
5,c,1.0,468.0
5,c,1.0,446.0
5,i,1.0,445.0
5,i,1.0,537.0
5,i,1.0,478.0
5,c,1.0,583.0
7,c,1.0,425.0
7,c,1.0,329.0
7,c,1.0,403.0
7,c,1.0,320.0
7,i,1.0,467.0
7,i,1.0,279.0
7,c,1.0,415.0
7,c,1.0,291.0
7,i,1.0,525.0
7,c,1.0,342.0
7,c,1.0,486.0
7,i,1.0,627.0
7,c,1.0,345.0
7,i,1.0,355.0
7,c,1.0,329.0
7,c,1.0,353.0
7,i,1.0,362.0
7,c,1.0,361.0
7,c,1.0,595.0
7,c,1.0,328.0
7,c,1.0,474.0
7,c,1.0,339.0
7,c,1.0,349.0
7,i,1.0,379.0
7,c,1.0,377.0
7,c,1.0,370.0
7,i,1.0,516.0
7,c,0.0,371.0
7,c,1.0,1146.0
7,i,1.0,498.0
7,c,1.0,945.0
7,c,1.0,314.0
7,i,1.0,329.0
7,c,1.0,383.0
7,c,1.0,655.0
7,c,1.0,342.0
7,c,1.0,403.0
7,i,1.0,434.0
7,c,1.0,518.0
7,i,1.0,384.0
7,c,1.0,419.0
7,i,1.0,433.0
7,c,1.0,418.0
7,c,1.0,476.0
7,c,1.0,393.0
7,i,1.0,533.0
7,c,1.0,488.0
7,i,1.0,558.0
7,c,0.0,443.0
7,c,1.0,928.0
7,c,1.0,597.0
7,i,0.0,1011.0
7,i,1.0,470.0
7,i,1.0,947.0
7,c,1.0,491.0
7,c,1.0,528.0
7,c,1.0,705.0
7,c,1.0,336.0
7,c,1.0,457.0
7,c,1.0,379.0
7,c,1.0,464.0
7,i,1.0,448.0
7,c,1.0,358.0
7,c,1.0,486.0
7,c,1.0,418.0
7,c,1.0,298.0
7,c,1.0,273.0
7,c,1.0,299.0
7,c,1.0,346.0
7,i,1.0,862.0
7,c,1.0,399.0
7,c,1.0,299.0
7,c,1.0,348.0
7,c,1.0,400.0
7,c,1.0,371.0
7,c,1.0,364.0
7,c,1.0,353.0
7,c,1.0,304.0
7,c,1.0,260.0
7,i,1.0,398.0
7,c,1.0,343.0
7,c,1.0,383.0
7,c,1.0,305.0
7,c,1.0,297.0
7,c,1.0,338.0
7,c,1.0,326.0
7,i,0.0,335.0
7,c,0.0,465.0
7,c,1.0,379.0
7,c,1.0,329.0
7,c,1.0,330.0
7,c,1.0,314.0
7,c,1.0,317.0
7,c,1.0,307.0
7,i,1.0,513.0
7,c,0.0,394.0
7,c,1.0,394.0
7,i,1.0,439.0
7,c,1.0,362.0
7,c,1.0,365.0
7,c,1.0,368.0
7,c,1.0,527.0
7,c,1.0,380.0
7,c,1.0,341.0
7,i,1.0,406.0
7,c,1.0,538.0
7,c,1.0,624.0
7,i,1.0,895.0
7,c,1.0,401.0
7,i,1.0,410.0
7,c,1.0,275.0
7,c,1.0,371.0
7,i,0.0,93.0
7,c,1.0,313.0
7,c,1.0,413.0
7,c,1.0,289.0
7,c,1.0,294.0
7,i,1.0,356.0
7,c,1.0,350.0
7,i,1.0,371.0
7,c,1.0,368.0
7,c,1.0,325.0
7,c,1.0,314.0
7,c,1.0,304.0
7,c,1.0,310.0
7,i,1.0,442.0
7,c,1.0,341.0
7,c,1.0,376.0
7,i,1.0,355.0
7,i,1.0,421.0
7,i,1.0,392.0
7,c,1.0,361.0
7,c,1.0,369.0
7,c,1.0,310.0
7,c,1.0,305.0
7,c,1.0,300.0
7,i,0.0,297.0
7,c,1.0,328.0
7,c,1.0,354.0
7,c,0.0,380.0
7,c,1.0,385.0
7,i,0.0,367.0
7,c,1.0,616.0
7,i,0.0,378.0
7,c,1.0,268.0
7,c,1.0,386.0
7,i,0.0,307.0
7,c,1.0,328.0
7,i,1.0,522.0
7,i,1.0,452.0
7,c,1.0,430.0
7,c,1.0,283.0
7,i,1.0,258.0
7,c,1.0,301.0
7,c,1.0,262.0
7,c,1.0,346.0
7,i,0.0,269.0
7,c,1.0,297.0
7,c,1.0,292.0
7,i,1.0,569.0
7,c,1.0,409.0
7,i,0.0,270.0
7,c,1.0,237.0
7,c,1.0,350.0
7,c,1.0,314.0
7,c,1.0,286.0
7,c,1.0,354.0
7,i,1.0,425.0
7,c,1.0,457.0
7,c,1.0,457.0
7,c,1.0,367.0
7,c,1.0,300.0
7,c,1.0,278.0
7,c,1.0,234.0
7,c,1.0,228.0
7,c,1.0,272.0
7,c,1.0,350.0
7,c,1.0,365.0
7,c,1.0,456.0
7,c,1.0,255.0
7,c,1.0,350.0
7,c,1.0,318.0
7,c,1.0,316.0
7,c,1.0,326.0
7,c,1.0,406.0
7,c,1.0,312.0
7,i,0.0,268.0
7,c,1.0,374.0
7,i,0.0,386.0
7,c,1.0,328.0
7,c,1.0,308.0
7,i,1.0,426.0
7,c,1.0,361.0
7,c,1.0,329.0
7,c,1.0,301.0
7,c,1.0,316.0
7,c,1.0,303.0
7,i,0.0,347.0
7,c,1.0,513.0
7,c,1.0,336.0
7,c,1.0,279.0
7,i,1.0,377.0
7,c,0.0,377.0
7,i,1.0,400.0
7,c,1.0,335.0
7,i,0.0,357.0
7,c,1.0,314.0
7,i,1.0,342.0
7,c,1.0,362.0
7,i,1.0,442.0
7,c,1.0,391.0
7,c,1.0,333.0
7,c,1.0,271.0
7,c,1.0,305.0
7,i,0.0,316.0
7,c,1.0,296.0
7,c,1.0,387.0
7,c,1.0,395.0
7,c,1.0,471.0
7,c,1.0,286.0
7,c,1.0,295.0
7,i,1.0,358.0
7,c,1.0,385.0
7,c,1.0,333.0
7,c,1.0,284.0
7,c,1.0,290.0
7,c,1.0,394.0
7,i,0.0,531.0
7,c,1.0,343.0
7,i,1.0,509.0
7,c,1.0,431.0
7,i,0.0,367.0
7,c,1.0,386.0
7,i,0.0,356.0
7,c,0.0,442.0
7,c,1.0,477.0
7,c,1.0,370.0
7,c,1.0,363.0
7,c,1.0,387.0
7,c,1.0,311.0
8,c,1.0,344.0
8,c,1.0,309.0
8,c,1.0,327.0
8,c,1.0,296.0
8,i,1.0,388.0
8,c,1.0,410.0
8,c,1.0,388.0
8,i,0.0,319.0
8,c,1.0,337.0
8,c,1.0,342.0
8,c,1.0,402.0
8,i,0.0,310.0
8,c,0.0,350.0
8,c,1.0,377.0
8,c,1.0,394.0
8,c,1.0,322.0
8,c,1.0,300.0
8,c,1.0,364.0
8,c,1.0,333.0
8,i,1.0,560.0
8,c,1.0,375.0
8,c,1.0,379.0
8,c,1.0,570.0
8,c,1.0,328.0
8,i,1.0,591.0
8,i,1.0,368.0
8,c,1.0,332.0
8,c,1.0,347.0
8,i,1.0,456.0
8,i,1.0,394.0
8,i,1.0,331.0
8,c,1.0,315.0
8,c,1.0,406.0
8,c,1.0,311.0
8,c,1.0,290.0
8,c,1.0,277.0
8,i,1.0,411.0
8,c,1.0,367.0
8,i,1.0,467.0
8,i,1.0,378.0
8,c,1.0,361.0
8,i,1.0,449.0
8,c,1.0,363.0
8,i,1.0,478.0
8,c,1.0,506.0
8,c,1.0,310.0
8,c,1.0,319.0
8,c,1.0,322.0
8,i,1.0,540.0
8,c,1.0,378.0
8,c,1.0,374.0
8,c,1.0,289.0
8,c,1.0,296.0
8,c,1.0,361.0
8,c,1.0,300.0
8,c,1.0,353.0
8,i,0.0,342.0
8,c,1.0,434.0
8,c,1.0,352.0
8,c,1.0,372.0
8,c,1.0,333.0
8,c,1.0,425.0
8,c,1.0,328.0
8,c,1.0,305.0
8,i,1.0,479.0
8,c,1.0,346.0
8,c,1.0,327.0
8,i,1.0,468.0
8,i,1.0,384.0
8,c,1.0,496.0
8,i,1.0,377.0
8,c,1.0,448.0
8,c,1.0,377.0
8,c,1.0,317.0
8,i,0.0,333.0
8,c,1.0,307.0
8,c,1.0,364.0
8,c,1.0,356.0
8,c,1.0,368.0
8,c,1.0,355.0
8,i,0.0,376.0
8,c,1.0,347.0
8,i,1.0,912.0
8,i,1.0,370.0
8,i,1.0,394.0
8,c,1.0,412.0
8,i,1.0,347.0
8,c,1.0,377.0
8,c,1.0,358.0
8,i,0.0,385.0
8,c,1.0,463.0
8,i,1.0,448.0
8,c,1.0,353.0
8,c,1.0,391.0
8,c,1.0,421.0
8,c,1.0,392.0
8,i,1.0,416.0
8,c,1.0,452.0
8,c,1.0,327.0
8,i,0.0,316.0
8,c,1.0,330.0
8,c,1.0,457.0
8,c,1.0,411.0
8,c,1.0,316.0
8,c,1.0,293.0
8,c,1.0,332.0
8,c,1.0,326.0
8,c,1.0,295.0
8,c,1.0,295.0
8,c,1.0,277.0
8,c,1.0,368.0
8,c,1.0,373.0
8,c,1.0,388.0
8,c,1.0,377.0
8,c,1.0,407.0
8,c,1.0,363.0
8,c,1.0,391.0
8,c,1.0,372.0
8,c,1.0,352.0
8,c,1.0,346.0
8,c,1.0,360.0
8,c,1.0,282.0
8,c,1.0,303.0
8,c,1.0,291.0
8,i,0.0,279.0
8,c,1.0,332.0
8,i,1.0,417.0
8,c,1.0,515.0
8,c,1.0,318.0
8,c,1.0,331.0
8,c,1.0,367.0
8,c,1.0,327.0
8,c,1.0,294.0
8,c,1.0,341.0
8,c,1.0,317.0
8,i,0.0,253.0
8,i,1.0,366.0
8,c,0.0,373.0
8,c,1.0,477.0
8,c,1.0,350.0
8,c,1.0,362.0
8,c,1.0,357.0
8,c,1.0,315.0
8,c,1.0,369.0
8,c,1.0,446.0
8,c,1.0,300.0
8,c,1.0,259.0
8,c,1.0,326.0
8,c,1.0,342.0
8,i,1.0,415.0
8,c,1.0,391.0
8,i,1.0,381.0
8,c,1.0,379.0
8,i,1.0,382.0
8,c,1.0,435.0
8,i,1.0,532.0
8,c,1.0,360.0
8,c,1.0,329.0
8,i,1.0,540.0
8,c,1.0,389.0
8,c,1.0,381.0
8,i,1.0,449.0
8,c,0.0,444.0
8,c,1.0,342.0
8,i,1.0,407.0
8,c,1.0,445.0
8,i,1.0,460.0
8,c,1.0,446.0
8,c,1.0,334.0
8,c,1.0,459.0
8,c,1.0,349.0
8,i,1.0,446.0
8,c,1.0,394.0
8,c,1.0,354.0
8,c,1.0,358.0
8,i,0.0,338.0
8,c,1.0,455.0
8,i,0.0,308.0
8,i,1.0,409.0
8,c,1.0,416.0
8,c,1.0,430.0
8,c,1.0,342.0
8,i,1.0,485.0
8,c,1.0,428.0
8,i,1.0,507.0
8,c,1.0,413.0
8,c,1.0,361.0
8,c,1.0,281.0
8,c,1.0,391.0
8,c,1.0,333.0
8,c,1.0,380.0
8,c,1.0,355.0
8,i,1.0,454.0
8,i,1.0,418.0
8,i,1.0,329.0
8,c,1.0,324.0
8,i,1.0,465.0
8,c,1.0,383.0
8,c,1.0,398.0
8,i,1.0,578.0
8,c,1.0,341.0
8,i,0.0,295.0
8,c,1.0,340.0
8,c,1.0,349.0
